Once_DEPTIME,Once_ARRTIME,Twice_1st_DEPTIME,Twice_2nd_DEPTIME,Twice_1st_ARRTIME,Twice_2nd_ARRTIME,Three_1st_DEPTIME,Three _2nd_DEPTIME,Three_3rd_DEPTIME,Three_1st_ARRTIME,Three _2nd_ARRTIME,Three_3rd_ARRTIME
510,570,,,,,,,,,,
750,568,,,,,,,,,,
520,520,,,,,,,,,,
540,995,,,,,,,,,,
765,665,,,,,,,,,,
675,715,,,,,,,,,,
1010,668,,,,,,,,,,
570,765,,,,,,,,,,
925,1240,,,,,,,,,,
790,920,,,,,,,,,,
845,1295,,,,,,,,,,
1110,820,,,,,,,,,,
480,1335,,,,,,,,,,
900,945,,,,,,,,,,
1035,575,,,,,,,,,,
660,935,,,,,,,,,,
525,1015,,,,,,,,,,
960,745,,,,,,,,,,
540,1115,,,,,,,,,,
660,1060,,,,,,,,,,
1080,725,,,,,,,,,,
810,1065,,,,,,,,,,
435,1070,,,,,,,,,,
570,1029,,,,,,,,,,
960,960,,,,,,,,,,
390,960,,,,,,,,,,
390,930,,,,,,,,,,
660,1160,,,,,,,,,,
840,1160,,,,,,,,,,
1040,855,,,,,,,,,,
840,1361,,,,,,,,,,
450,1010,,,,,,,,,,
510,940,,,,,,,,,,
750,1050,,,,,,,,,,
780,795,,,,,,,,,,
790,700,,,,,,,,,,
480,995,,,,,,,,,,
560,1010,,,,,,,,,,
360,885,,,,,,,,,,
1065,935,,,,,,,,,,
1020,967,,,,,,,,,,
480,760,,,,,,,,,,
690,940,,,,,,,,,,
555,1080,,,,,,,,,,
1310,1290,,,,,,,,,,
410,865,,,,,,,,,,
510,965,,,,,,,,,,
690,1160,,,,,,,,,,
740,1080,,,,,,,,,,
525,1135,,,,,,,,,,
510,910,,,,,,,,,,
380,1380,,,,,,,,,,
1060,760,,,,,,,,,,
330,1050,,,,,,,,,,
535,1145,,,,,,,,,,
720,1015,,,,,,,,,,
900,720,,,,,,,,,,
750,990,,,,,,,,,,
420,1055,,,,,,,,,,
600,1140,,,,,,,,,,
540,785,,,,,,,,,,
435,970,,,,,,,,,,
480,800,,,,,,,,,,
555,840,,,,,,,,,,
1080,740,,,,,,,,,,
840,1155,,,,,,,,,,
1115,795,,,,,,,,,,
660,1230,,,,,,,,,,
530,1155,,,,,,,,,,
470,960,,,,,,,,,,
615,1045,,,,,,,,,,
930,1075,,,,,,,,,,
580,676,,,,,,,,,,
750,980,,,,,,,,,,
460,960,,,,,,,,,,
735,605,,,,,,,,,,
810,625,,,,,,,,,,
495,945,,,,,,,,,,
630,855,,,,,,,,,,
460,590,,,,,,,,,,
1110,1380,,,,,,,,,,
600,750,,,,,,,,,,
600,914,,,,,,,,,,
495,700,,,,,,,,,,
510,655,,,,,,,,,,
930,965,,,,,,,,,,
480,1140,,,,,,,,,,
570,570,,,,,,,,,,
570,970,,,,,,,,,,
765,1200,,,,,,,,,,
750,705,,,,,,,,,,
420,520,,,,,,,,,,
530,605,,,,,,,,,,
710,686,,,,,,,,,,
975,1305,,,,,,,,,,
510,1100,,,,,,,,,,
485,830,,,,,,,,,,
780,825,,,,,,,,,,
510,810,,,,,,,,,,
600,915,,,,,,,,,,
630,1075,,,,,,,,,,
510,790,,,,,,,,,,
360,640,,,,,,,,,,
730,1035,,,,,,,,,,
930,695,,,,,,,,,,
1030,892,,,,,,,,,,
420,970,,,,,,,,,,
600,940,,,,,,,,,,
1040,975,,,,,,,,,,
450,940,,,,,,,,,,
900,970,,,,,,,,,,
570,1175,,,,,,,,,,
960,995,,,,,,,,,,
1140,545,,,,,,,,,,
510,880,,,,,,,,,,
535,1275,,,,,,,,,,
560,695,,,,,,,,,,
940,1236,,,,,,,,,,
870,770,,,,,,,,,,
560,1070,,,,,,,,,,
450,1600,,,,,,,,,,
660,805,,,,,,,,,,
570,1025,,,,,,,,,,
810,515,,,,,,,,,,
690,700,,,,,,,,,,
810,740,,,,,,,,,,
1080,1150,,,,,,,,,,
1145,1270,,,,,,,,,,
720,695,,,,,,,,,,
600,1050,,,,,,,,,,
615,955,,,,,,,,,,
618,875,,,,,,,,,,
480,1240,,,,,,,,,,
480,695,,,,,,,,,,
630,730,,,,,,,,,,
510,545,,,,,,,,,,
440,950,,,,,,,,,,
315,675,,,,,,,,,,
420,492,,,,,,,,,,
620,750,,,,,,,,,,
1140,847,,,,,,,,,,
455,1050,,,,,,,,,,
660,1295,,,,,,,,,,
525,1275,,,,,,,,,,
1140,1055,,,,,,,,,,
1155,1295,,,,,,,,,,
555,745,,,,,,,,,,
500,1380,,,,,,,,,,
525,980,,,,,,,,,,
680,945,,,,,,,,,,
680,1050,,,,,,,,,,
630,705,,,,,,,,,,
600,1020,,,,,,,,,,
780,1240,,,,,,,,,,
1140,795,,,,,,,,,,
600,1035,,,,,,,,,,
600,670,,,,,,,,,,
1100,960,,,,,,,,,,
780,1360,,,,,,,,,,
420,1345,,,,,,,,,,
1080,690,,,,,,,,,,
485,960,,,,,,,,,,
915,965,,,,,,,,,,
480,940,,,,,,,,,,
705,755,,,,,,,,,,
600,895,,,,,,,,,,
855,1030,,,,,,,,,,
405,1020,,,,,,,,,,
855,700,,,,,,,,,,
630,600,,,,,,,,,,
600,705,,,,,,,,,,
420,1350,,,,,,,,,,
900,1125,,,,,,,,,,
510,705,,,,,,,,,,
330,765,,,,,,,,,,
540,600,,,,,,,,,,
1020,1090,,,,,,,,,,
930,1168,,,,,,,,,,
600,1090,,,,,,,,,,
480,1150,,,,,,,,,,
630,680,,,,,,,,,,
780,1090,,,,,,,,,,
360,1005,,,,,,,,,,
705,712,,,,,,,,,,
600,910,,,,,,,,,,
480,1248,,,,,,,,,,
540,490,,,,,,,,,,
600,930,,,,,,,,,,
810,825,,,,,,,,,,
450,1030,,,,,,,,,,
800,717,,,,,,,,,,
660,810,,,,,,,,,,
780,1240,,,,,,,,,,
595,1075,,,,,,,,,,
690,995,,,,,,,,,,
940,1170,,,,,,,,,,
600,780,,,,,,,,,,
795,675,,,,,,,,,,
900,850,,,,,,,,,,
580,1260,,,,,,,,,,
660,960,,,,,,,,,,
840,980,,,,,,,,,,
675,1235,,,,,,,,,,
540,1297,,,,,,,,,,
510,990,,,,,,,,,,
660,1380,,,,,,,,,,
750,540,,,,,,,,,,
650,1560,,,,,,,,,,
750,1020,,,,,,,,,,
600,765,,,,,,,,,,
660,990,,,,,,,,,,
570,750,,,,,,,,,,
705,960,,,,,,,,,,
900,700,,,,,,,,,,
900,840,,,,,,,,,,
675,825,,,,,,,,,,
510,815,,,,,,,,,,
1080,725,,,,,,,,,,
1280,640,,,,,,,,,,
660,655,,,,,,,,,,
690,1020,,,,,,,,,,
760,1065,,,,,,,,,,
675,945,,,,,,,,,,
600,995,,,,,,,,,,
540,780,,,,,,,,,,
660,975,,,,,,,,,,
600,1210,,,,,,,,,,
1020,660,,,,,,,,,,
480,1145,,,,,,,,,,
440,542,,,,,,,,,,
405,700,,,,,,,,,,
900,1100,,,,,,,,,,
945,1085,,,,,,,,,,
750,935,,,,,,,,,,
510,995,,,,,,,,,,
565,1320,,,,,,,,,,
435,1350,,,,,,,,,,
655,1130,,,,,,,,,,
600,1150,,,,,,,,,,
660,1063,,,,,,,,,,
545,935,,,,,,,,,,
900,740,,,,,,,,,,
630,485,,,,,,,,,,
765,1110,,,,,,,,,,
930,675,,,,,,,,,,
600,740,,,,,,,,,,
360,1355,,,,,,,,,,
570,680,,,,,,,,,,
605,1080,,,,,,,,,,
735,1200,,,,,,,,,,
885,945,,,,,,,,,,
600,700,,,,,,,,,,
660,930,,,,,,,,,,
480,815,,,,,,,,,,
780,723,,,,,,,,,,
570,780,,,,,,,,,,
660,780,,,,,,,,,,
960,975,,,,,,,,,,
415,906,,,,,,,,,,
640,935,,,,,,,,,,
630,1300,,,,,,,,,,
420,740,,,,,,,,,,
930,1440,,,,,,,,,,
840,695,,,,,,,,,,
600,1027,,,,,,,,,,
750,730,,,,,,,,,,
1035,990,,,,,,,,,,
700,985,,,,,,,,,,
1165,810,,,,,,,,,,
690,660,,,,,,,,,,
540,565,,,,,,,,,,
660,1455,,,,,,,,,,
410,1125,,,,,,,,,,
675,1370,,,,,,,,,,
540,1095,,,,,,,,,,
450,1290,,,,,,,,,,
920,770,,,,,,,,,,
754,728,,,,,,,,,,
630,640,,,,,,,,,,
840,1034,,,,,,,,,,
1195,870,,,,,,,,,,
1100,995,,,,,,,,,,
1020,805,,,,,,,,,,
720,905,,,,,,,,,,
500,660,,,,,,,,,,
460,745,,,,,,,,,,
570,500,,,,,,,,,,
1190,675,,,,,,,,,,
1080,690,,,,,,,,,,
915,755,,,,,,,,,,
600,950,,,,,,,,,,
840,1305,,,,,,,,,,
660,1030,,,,,,,,,,
540,1270,,,,,,,,,,
420,1105,,,,,,,,,,
1080,990,,,,,,,,,,
630,1135,,,,,,,,,,
720,1020,,,,,,,,,,
465,1060,,,,,,,,,,
780,600,,,,,,,,,,
580,1140,,,,,,,,,,
840,1320,,,,,,,,,,
840,835,,,,,,,,,,
600,675,,,,,,,,,,
540,545,,,,,,,,,,
1110,840,,,,,,,,,,
555,1125,,,,,,,,,,
690,895,,,,,,,,,,
735,760,,,,,,,,,,
630,1180,,,,,,,,,,
770,940,,,,,,,,,,
1010,930,,,,,,,,,,
570,1185,,,,,,,,,,
360,930,,,,,,,,,,
420,1080,,,,,,,,,,
660,855,,,,,,,,,,
680,1105,,,,,,,,,,
990,810,,,,,,,,,,
780,960,,,,,,,,,,
1095,1010,,,,,,,,,,
600,975,,,,,,,,,,
690,1065,,,,,,,,,,
765,1080,,,,,,,,,,
630,850,,,,,,,,,,
450,720,,,,,,,,,,
450,1260,,,,,,,,,,
1050,630,,,,,,,,,,
255,1050,,,,,,,,,,
1020,730,,,,,,,,,,
650,750,,,,,,,,,,
780,1020,,,,,,,,,,
780,940,,,,,,,,,,
840,485,,,,,,,,,,
360,860,,,,,,,,,,
1065,1075,,,,,,,,,,
660,1095,,,,,,,,,,
900,630,,,,,,,,,,
1065,1110,,,,,,,,,,
495,795,,,,,,,,,,
480,1101,,,,,,,,,,
690,705,,,,,,,,,,
1047,510,,,,,,,,,,
450,1055,,,,,,,,,,
600,780,,,,,,,,,,
710,1020,,,,,,,,,,
550,720,,,,,,,,,,
405,760,,,,,,,,,,
480,1225,,,,,,,,,,
690,870,,,,,,,,,,
631,885,,,,,,,,,,
600,855,,,,,,,,,,
750,755,,,,,,,,,,
600,1164,,,,,,,,,,
830,785,,,,,,,,,,
890,1261,,,,,,,,,,
840,505,,,,,,,,,,
600,935,,,,,,,,,,
540,620,,,,,,,,,,
750,590,,,,,,,,,,
800,1372,,,,,,,,,,
970,720,,,,,,,,,,
960,875,,,,,,,,,,
630,938,,,,,,,,,,
540,1110,,,,,,,,,,
480,950,,,,,,,,,,
585,809,,,,,,,,,,
600,1010,,,,,,,,,,
1125,790,,,,,,,,,,
660,1410,,,,,,,,,,
577,1170,,,,,,,,,,
810,585,,,,,,,,,,
480,905,,,,,,,,,,
450,1063,,,,,,,,,,
450,1095,,,,,,,,,,
525,1095,,,,,,,,,,
690,850,,,,,,,,,,
600,940,,,,,,,,,,
540,1178,,,,,,,,,,
1030,926,,,,,,,,,,
450,1335,,,,,,,,,,
750,785,,,,,,,,,,
420,1050,,,,,,,,,,
903,810,,,,,,,,,,
1225,725,,,,,,,,,,
465,975,,,,,,,,,,
870,1240,,,,,,,,,,
480,1293,,,,,,,,,,
765,630,,,,,,,,,,
390,1215,,,,,,,,,,
840,1050,,,,,,,,,,
930,1055,,,,,,,,,,
780,745,,,,,,,,,,
780,1065,,,,,,,,,,
840,700,,,,,,,,,,
1075,945,,,,,,,,,,
480,960,,,,,,,,,,
1020,1220,,,,,,,,,,
630,1090,,,,,,,,,,
840,850,,,,,,,,,,
1060,1080,,,,,,,,,,
540,830,,,,,,,,,,
1140,605,,,,,,,,,,
420,650,,,,,,,,,,
510,1085,,,,,,,,,,
840,970,,,,,,,,,,
940,1155,,,,,,,,,,
645,700,,,,,,,,,,
460,735,,,,,,,,,,
605,730,,,,,,,,,,
705,1138,,,,,,,,,,
870,955,,,,,,,,,,
525,665,,,,,,,,,,
975,645,,,,,,,,,,
600,1110,,,,,,,,,,
840,1105,,,,,,,,,,
540,1080,,,,,,,,,,
530,885,,,,,,,,,,
975,860,,,,,,,,,,
960,925,,,,,,,,,,
900,830,,,,,,,,,,
570,1010,,,,,,,,,,
650,960,,,,,,,,,,
630,1030,,,,,,,,,,
1080,630,,,,,,,,,,
1110,1000,,,,,,,,,,
640,1245,,,,,,,,,,
570,1050,,,,,,,,,,
630,435,,,,,,,,,,
840,1132,,,,,,,,,,
540,870,,,,,,,,,,
750,660,,,,,,,,,,
450,1400,,,,,,,,,,
615,870,,,,,,,,,,
510,610,,,,,,,,,,
1090,780,,,,,,,,,,
1020,900,,,,,,,,,,
315,825,,,,,,,,,,
510,1170,,,,,,,,,,
1025,610,,,,,,,,,,
405,870,,,,,,,,,,
585,820,,,,,,,,,,
1080,1630,,,,,,,,,,
780,960,,,,,,,,,,
630,1188,,,,,,,,,,
455,1030,,,,,,,,,,
622,676,,,,,,,,,,
915,975,,,,,,,,,,
960,1170,,,,,,,,,,
540,1350,,,,,,,,,,
940,1045,,,,,,,,,,
660,1365,,,,,,,,,,
950,1410,,,,,,,,,,
480,1275,,,,,,,,,,
450,990,,,,,,,,,,
1140,935,,,,,,,,,,
870,500,,,,,,,,,,
1065,650,,,,,,,,,,
1080,665,,,,,,,,,,
1170,730,,,,,,,,,,
485,1020,,,,,,,,,,
1125,810,,,,,,,,,,
933,795,,,,,,,,,,
780,1190,,,,,,,,,,
630,965,,,,,,,,,,
600,1172,,,,,,,,,,
495,1295,,,,,,,,,,
720,925,,,,,,,,,,
960,1320,,,,,,,,,,
1125,1260,,,,,,,,,,
450,795,,,,,,,,,,
480,710,,,,,,,,,,
1100,915,,,,,,,,,,
655,790,,,,,,,,,,
1035,575,,,,,,,,,,
600,1185,,,,,,,,,,
1005,590,,,,,,,,,,
715,1125,,,,,,,,,,
615,800,,,,,,,,,,
740,1245,,,,,,,,,,
900,1080,,,,,,,,,,
630,1170,,,,,,,,,,
390,540,,,,,,,,,,
960,1015,,,,,,,,,,
990,1180,,,,,,,,,,
518,1025,,,,,,,,,,
570,935,,,,,,,,,,
510,975,,,,,,,,,,
1035,720,,,,,,,,,,
630,800,,,,,,,,,,
420,935,,,,,,,,,,
755,580,,,,,,,,,,
360,915,,,,,,,,,,
810,1155,,,,,,,,,,
405,725,,,,,,,,,,
810,1150,,,,,,,,,,
990,843,,,,,,,,,,
510,1150,,,,,,,,,,
645,1450,,,,,,,,,,
1110,1050,,,,,,,,,,
720,670,,,,,,,,,,
900,645,,,,,,,,,,
360,1080,,,,,,,,,,
600,685,,,,,,,,,,
660,1050,,,,,,,,,,
375,537,,,,,,,,,,
810,995,,,,,,,,,,
875,665,,,,,,,,,,
1110,595,,,,,,,,,,
585,650,,,,,,,,,,
465,700,,,,,,,,,,
630,1300,,,,,,,,,,
540,920,,,,,,,,,,
705,1085,,,,,,,,,,
660,1090,,,,,,,,,,
1080,720,,,,,,,,,,
1080,1140,,,,,,,,,,
690,950,,,,,,,,,,
540,730,,,,,,,,,,
510,945,,,,,,,,,,
660,1400,,,,,,,,,,
510,1130,,,,,,,,,,
590,620,,,,,,,,,,
765,970,,,,,,,,,,
495,990,,,,,,,,,,
600,940,,,,,,,,,,
580,1365,,,,,,,,,,
900,575,,,,,,,,,,
1050,1365,,,,,,,,,,
620,1320,,,,,,,,,,
1065,1175,,,,,,,,,,
690,1100,,,,,,,,,,
1210,810,,,,,,,,,,
720,970,,,,,,,,,,
910,1070,,,,,,,,,,
390,1340,,,,,,,,,,
570,1087,,,,,,,,,,
525,1120,,,,,,,,,,
735,1020,,,,,,,,,,
510,885,,,,,,,,,,
465,1035,,,,,,,,,,
630,765,,,,,,,,,,
690,465,,,,,,,,,,
480,1355,,,,,,,,,,
1040,1270,,,,,,,,,,
585,525,,,,,,,,,,
450,565,,,,,,,,,,
470,930,,,,,,,,,,
720,940,,,,,,,,,,
780,810,,,,,,,,,,
360,1125,,,,,,,,,,
570,630,,,,,,,,,,
715,1150,,,,,,,,,,
780,622,,,,,,,,,,
990,530,,,,,,,,,,
495,1025,,,,,,,,,,
660,1070,,,,,,,,,,
660,990,,,,,,,,,,
525,430,,,,,,,,,,
660,1025,,,,,,,,,,
950,1295,,,,,,,,,,
720,735,,,,,,,,,,
505,605,,,,,,,,,,
600,980,,,,,,,,,,
1095,660,,,,,,,,,,
520,1025,,,,,,,,,,
1070,620,,,,,,,,,,
570,1030,,,,,,,,,,
750,885,,,,,,,,,,
525,1010,,,,,,,,,,
465,640,,,,,,,,,,
540,575,,,,,,,,,,
675,1143,,,,,,,,,,
750,1335,,,,,,,,,,
620,730,,,,,,,,,,
660,945,,,,,,,,,,
1070,930,,,,,,,,,,
810,1170,,,,,,,,,,
1005,885,,,,,,,,,,
1005,860,,,,,,,,,,
570,1365,,,,,,,,,,
1140,605,,,,,,,,,,
630,1065,,,,,,,,,,
1260,740,,,,,,,,,,
1020,1275,,,,,,,,,,
480,1050,,,,,,,,,,
540,975,,,,,,,,,,
960,850,,,,,,,,,,
750,930,,,,,,,,,,
570,880,,,,,,,,,,
720,715,,,,,,,,,,
865,795,,,,,,,,,,
1260,1080,,,,,,,,,,
660,747,,,,,,,,,,
1220,1000,,,,,,,,,,
970,1090,,,,,,,,,,
495,1180,,,,,,,,,,
780,475,,,,,,,,,,
840,630,,,,,,,,,,
1020,1070,,,,,,,,,,
600,1070,,,,,,,,,,
1380,595,,,,,,,,,,
1010,1170,,,,,,,,,,
720,610,,,,,,,,,,
1140,1220,,,,,,,,,,
660,1050,,,,,,,,,,
555,1225,,,,,,,,,,
840,630,,,,,,,,,,
525,1020,,,,,,,,,,
600,1060,,,,,,,,,,
510,585,,,,,,,,,,
1140,1020,,,,,,,,,,
810,860,,,,,,,,,,
660,770,,,,,,,,,,
490,640,,,,,,,,,,
1100,1080,,,,,,,,,,
570,750,,,,,,,,,,
1170,1000,,,,,,,,,,
719,880,,,,,,,,,,
672,1310,,,,,,,,,,
480,1230,,,,,,,,,,
840,1170,,,,,,,,,,
750,740,,,,,,,,,,
600,730,,,,,,,,,,
1110,645,,,,,,,,,,
810,840,,,,,,,,,,
750,1020,,,,,,,,,,
600,972,,,,,,,,,,
1035,1080,,,,,,,,,,
620,1030,,,,,,,,,,
805,1390,,,,,,,,,,
570,1290,,,,,,,,,,
660,700,,,,,,,,,,
660,1205,,,,,,,,,,
310,840,,,,,,,,,,
480,705,,,,,,,,,,
735,710,,,,,,,,,,
465,1170,,,,,,,,,,
555,1320,,,,,,,,,,
785,690,,,,,,,,,,
520,550,,,,,,,,,,
720,545,,,,,,,,,,
1170,800,,,,,,,,,,
840,1002,,,,,,,,,,
1045,660,,,,,,,,,,
660,880,,,,,,,,,,
919,775,,,,,,,,,,
475,670,,,,,,,,,,
810,690,,,,,,,,,,
600,940,,,,,,,,,,
930,1230,,,,,,,,,,
510,1015,,,,,,,,,,
300,845,,,,,,,,,,
780,1055,,,,,,,,,,
1000,500,,,,,,,,,,
525,885,,,,,,,,,,
1030,760,,,,,,,,,,
1110,1289,,,,,,,,,,
1095,1035,,,,,,,,,,
647,940,,,,,,,,,,
445,1035,,,,,,,,,,
555,920,,,,,,,,,,
820,690,,,,,,,,,,
720,770,,,,,,,,,,
510,870,,,,,,,,,,
660,460,,,,,,,,,,
330,1380,,,,,,,,,,
450,660,,,,,,,,,,
645,650,,,,,,,,,,
640,1460,,,,,,,,,,
660,1025,,,,,,,,,,
630,900,,,,,,,,,,
495,1105,,,,,,,,,,
420,928,,,,,,,,,,
600,850,,,,,,,,,,
540,925,,,,,,,,,,
520,645,,,,,,,,,,
745,910,,,,,,,,,,
1040,770,,,,,,,,,,
720,960,,,,,,,,,,
810,840,,,,,,,,,,
360,670,,,,,,,,,,
480,825,,,,,,,,,,
740,675,,,,,,,,,,
840,540,,,,,,,,,,
590,780,,,,,,,,,,
1065,1110,,,,,,,,,,
720,800,,,,,,,,,,
660,815,,,,,,,,,,
495,700,,,,,,,,,,
630,980,,,,,,,,,,
585,750,,,,,,,,,,
760,1055,,,,,,,,,,
480,1085,,,,,,,,,,
480,655,,,,,,,,,,
500,1260,,,,,,,,,,
450,1000,,,,,,,,,,
480,775,,,,,,,,,,
590,850,,,,,,,,,,
540,645,,,,,,,,,,
465,685,,,,,,,,,,
450,835,,,,,,,,,,
750,996,,,,,,,,,,
510,975,,,,,,,,,,
570,955,,,,,,,,,,
465,974,,,,,,,,,,
1040,865,,,,,,,,,,
1065,635,,,,,,,,,,
600,1065,,,,,,,,,,
1050,1005,,,,,,,,,,
1125,995,,,,,,,,,,
660,1370,,,,,,,,,,
575,980,,,,,,,,,,
915,750,,,,,,,,,,
520,1350,,,,,,,,,,
480,1560,,,,,,,,,,
540,760,,,,,,,,,,
570,1050,,,,,,,,,,
1110,1115,,,,,,,,,,
510,790,,,,,,,,,,
790,745,,,,,,,,,,
480,587,,,,,,,,,,
505,960,,,,,,,,,,
680,730,,,,,,,,,,
645,1060,,,,,,,,,,
600,660,,,,,,,,,,
840,1070,,,,,,,,,,
720,1110,,,,,,,,,,
1130,1030,,,,,,,,,,
555,462,,,,,,,,,,
540,910,,,,,,,,,,
630,920,,,,,,,,,,
925,1170,,,,,,,,,,
540,535,,,,,,,,,,
370,620,,,,,,,,,,
840,1140,,,,,,,,,,
930,515,,,,,,,,,,
555,695,,,,,,,,,,
810,780,,,,,,,,,,
1160,1020,,,,,,,,,,
570,940,,,,,,,,,,
690,1045,,,,,,,,,,
495,850,,,,,,,,,,
495,811,,,,,,,,,,
690,1005,,,,,,,,,,
750,640,,,,,,,,,,
540,1110,,,,,,,,,,
435,915,,,,,,,,,,
600,1020,,,,,,,,,,
855,750,,,,,,,,,,
480,710,,,,,,,,,,
600,580,,,,,,,,,,
600,675,,,,,,,,,,
540,1085,,,,,,,,,,
870,1125,,,,,,,,,,
510,1085,,,,,,,,,,
930,945,,,,,,,,,,
870,1200,,,,,,,,,,
510,847,,,,,,,,,,
480,1170,,,,,,,,,,
650,525,,,,,,,,,,
600,945,,,,,,,,,,
900,665,,,,,,,,,,
1050,500,,,,,,,,,,
860,1065,,,,,,,,,,
510,865,,,,,,,,,,
540,990,,,,,,,,,,
925,735,,,,,,,,,,
510,620,,,,,,,,,,
690,760,,,,,,,,,,
390,795,,,,,,,,,,
510,1095,,,,,,,,,,
660,1410,,,,,,,,,,
1060,1000,,,,,,,,,,
925,740,,,,,,,,,,
1170,1300,,,,,,,,,,
510,975,,,,,,,,,,
570,620,,,,,,,,,,
540,990,,,,,,,,,,
780,930,,,,,,,,,,
1075,710,,,,,,,,,,
480,1080,,,,,,,,,,
795,960,,,,,,,,,,
1070,850,,,,,,,,,,
465,640,,,,,,,,,,
945,1020,,,,,,,,,,
600,710,,,,,,,,,,
840,1160,,,,,,,,,,
510,1088,,,,,,,,,,
720,830,,,,,,,,,,
840,1060,,,,,,,,,,
960,975,,,,,,,,,,
550,1285,,,,,,,,,,
425,1125,,,,,,,,,,
1130,965,,,,,,,,,,
810,1072,,,,,,,,,,
630,685,,,,,,,,,,
545,940,,,,,,,,,,
520,880,,,,,,,,,,
540,665,,,,,,,,,,
791,1100,,,,,,,,,,
570,850,,,,,,,,,,
600,808,,,,,,,,,,
980,555,,,,,,,,,,
585,1037,,,,,,,,,,
540,1050,,,,,,,,,,
460,1280,,,,,,,,,,
360,1165,,,,,,,,,,
545,1125,,,,,,,,,,
585,960,,,,,,,,,,
860,735,,,,,,,,,,
690,660,,,,,,,,,,
900,1270,,,,,,,,,,
600,915,,,,,,,,,,
975,770,,,,,,,,,,
570,1050,,,,,,,,,,
885,720,,,,,,,,,,
510,950,,,,,,,,,,
480,835,,,,,,,,,,
500,1120,,,,,,,,,,
435,810,,,,,,,,,,
420,1200,,,,,,,,,,
1000,440,,,,,,,,,,
450,1050,,,,,,,,,,
750,720,,,,,,,,,,
710,920,,,,,,,,,,
915,950,,,,,,,,,,
555,994,,,,,,,,,,
720,1185,,,,,,,,,,
575,1050,,,,,,,,,,
660,710,,,,,,,,,,
720,1180,,,,,,,,,,
390,1185,,,,,,,,,,
465,1035,,,,,,,,,,
840,848,,,,,,,,,,
630,535,,,,,,,,,,
570,1175,,,,,,,,,,
460,570,,,,,,,,,,
1020,1095,,,,,,,,,,
450,900,,,,,,,,,,
600,1246,,,,,,,,,,
455,1120,,,,,,,,,,
690,790,,,,,,,,,,
675,870,,,,,,,,,,
415,870,,,,,,,,,,
400,885,,,,,,,,,,
510,975,,,,,,,,,,
910,1395,,,,,,,,,,
500,920,,,,,,,,,,
495,1395,,,,,,,,,,
960,915,,,,,,,,,,
510,810,,,,,,,,,,
480,1310,,,,,,,,,,
750,510,,,,,,,,,,
780,750,,,,,,,,,,
600,660,,,,,,,,,,
690,1240,,,,,,,,,,
840,725,,,,,,,,,,
765,720,,,,,,,,,,
900,835,,,,,,,,,,
950,664,,,,,,,,,,
490,990,,,,,,,,,,
600,1185,,,,,,,,,,
720,1275,,,,,,,,,,
585,1275,,,,,,,,,,
465,885,,,,,,,,,,
485,850,,,,,,,,,,
630,720,,,,,,,,,,
690,1100,,,,,,,,,,
1017,615,,,,,,,,,,
1080,825,,,,,,,,,,
900,960,,,,,,,,,,
600,1005,,,,,,,,,,
580,800,,,,,,,,,,
315,580,,,,,,,,,,
790,1155,,,,,,,,,,
450,780,,,,,,,,,,
540,665,,,,,,,,,,
720,1175,,,,,,,,,,
540,676,,,,,,,,,,
570,747,,,,,,,,,,
660,1050,,,,,,,,,,
605,560,,,,,,,,,,
620,720,,,,,,,,,,
540,1300,,,,,,,,,,
810,735,,,,,,,,,,
990,675,,,,,,,,,,
1020,635,,,,,,,,,,
920,525,,,,,,,,,,
600,1075,,,,,,,,,,
1115,1010,,,,,,,,,,
960,845,,,,,,,,,,
975,921,,,,,,,,,,
480,685,,,,,,,,,,
540,1300,,,,,,,,,,
495,881,,,,,,,,,,
675,705,,,,,,,,,,
480,885,,,,,,,,,,
600,985,,,,,,,,,,
1065,1035,,,,,,,,,,
855,560,,,,,,,,,,
480,1110,,,,,,,,,,
1065,1110,,,,,,,,,,
525,900,,,,,,,,,,
1140,1080,,,,,,,,,,
480,1088,,,,,,,,,,
915,1390,,,,,,,,,,
705,1150,,,,,,,,,,
660,955,,,,,,,,,,
470,1110,,,,,,,,,,
1065,1090,,,,,,,,,,
540,930,,,,,,,,,,
490,1152,,,,,,,,,,
719,1190,,,,,,,,,,
405,645,,,,,,,,,,
704,1095,,,,,,,,,,
1225,1335,,,,,,,,,,
1070,1110,,,,,,,,,,
990,435,,,,,,,,,,
720,880,,,,,,,,,,
1110,715,,,,,,,,,,
330,1080,,,,,,,,,,
840,1000,,,,,,,,,,
1000,1117,,,,,,,,,,
480,1120,,,,,,,,,,
330,805,,,,,,,,,,
496,920,,,,,,,,,,
660,647,,,,,,,,,,
615,1025,,,,,,,,,,
490,905,,,,,,,,,,
690,575,,,,,,,,,,
480,945,,,,,,,,,,
870,995,,,,,,,,,,
1080,975,,,,,,,,,,
450,1170,,,,,,,,,,
1140,775,,,,,,,,,,
840,1055,,,,,,,,,,
480,690,,,,,,,,,,
1145,690,,,,,,,,,,
675,718,,,,,,,,,,
640,1110,,,,,,,,,,
930,810,,,,,,,,,,
585,905,,,,,,,,,,
1045,570,,,,,,,,,,
380,900,,,,,,,,,,
1020,560,,,,,,,,,,
510,675,,,,,,,,,,
600,1020,,,,,,,,,,
420,1110,,,,,,,,,,
630,405,,,,,,,,,,
660,600,,,,,,,,,,
480,1095,,,,,,,,,,
430,1042,,,,,,,,,,
