Once_DEPTIME,Once_ARRTIME,Twice_1st_DEPTIME,Twice_2nd_DEPTIME,Twice_1st_ARRTIME,Twice_2nd_ARRTIME,Three_1st_DEPTIME,Three _2nd_DEPTIME,Three_3rd_DEPTIME,Three_1st_ARRTIME,Three _2nd_ARRTIME,Three_3rd_ARRTIME
630,1040,,,,,,,,,,
570,790,,,,,,,,,,
525,635,,,,,,,,,,
1045,1075,,,,,,,,,,
720,827,,,,,,,,,,
650,700,,,,,,,,,,
1050,715,,,,,,,,,,
510,1325,,,,,,,,,,
1200,1275,,,,,,,,,,
1095,810,,,,,,,,,,
510,620,,,,,,,,,,
700,1020,,,,,,,,,,
500,1050,,,,,,,,,,
490,650,,,,,,,,,,
610,943,,,,,,,,,,
735,585,,,,,,,,,,
960,1505,,,,,,,,,,
660,1320,,,,,,,,,,
1040,790,,,,,,,,,,
600,845,,,,,,,,,,
625,835,,,,,,,,,,
870,1010,,,,,,,,,,
800,736,,,,,,,,,,
435,1175,,,,,,,,,,
555,1245,,,,,,,,,,
900,817,,,,,,,,,,
540,980,,,,,,,,,,
840,730,,,,,,,,,,
600,795,,,,,,,,,,
730,980,,,,,,,,,,
660,1200,,,,,,,,,,
690,1090,,,,,,,,,,
1010,1090,,,,,,,,,,
500,870,,,,,,,,,,
650,735,,,,,,,,,,
690,870,,,,,,,,,,
690,1020,,,,,,,,,,
475,475,,,,,,,,,,
525,1200,,,,,,,,,,
600,1095,,,,,,,,,,
745,1340,,,,,,,,,,
1055,780,,,,,,,,,,
615,1065,,,,,,,,,,
405,915,,,,,,,,,,
810,1455,,,,,,,,,,
660,800,,,,,,,,,,
420,1245,,,,,,,,,,
960,1085,,,,,,,,,,
660,780,,,,,,,,,,
540,1070,,,,,,,,,,
690,710,,,,,,,,,,
495,780,,,,,,,,,,
585,1110,,,,,,,,,,
660,695,,,,,,,,,,
780,1010,,,,,,,,,,
540,735,,,,,,,,,,
705,811,,,,,,,,,,
330,690,,,,,,,,,,
710,900,,,,,,,,,,
900,1020,,,,,,,,,,
530,1080,,,,,,,,,,
405,850,,,,,,,,,,
675,646,,,,,,,,,,
645,1145,,,,,,,,,,
810,1275,,,,,,,,,,
570,700,,,,,,,,,,
610,1202,,,,,,,,,,
960,665,,,,,,,,,,
840,1250,,,,,,,,,,
420,1290,,,,,,,,,,
405,1090,,,,,,,,,,
660,1080,,,,,,,,,,
435,1150,,,,,,,,,,
870,1350,,,,,,,,,,
780,960,,,,,,,,,,
825,690,,,,,,,,,,
450,1250,,,,,,,,,,
1110,1225,,,,,,,,,,
600,625,,,,,,,,,,
780,930,,,,,,,,,,
875,900,,,,,,,,,,
630,810,,,,,,,,,,
500,930,,,,,,,,,,
1020,870,,,,,,,,,,
540,525,,,,,,,,,,
730,570,,,,,,,,,,
735,830,,,,,,,,,,
590,1125,,,,,,,,,,
660,940,,,,,,,,,,
840,875,,,,,,,,,,
480,930,,,,,,,,,,
660,760,,,,,,,,,,
675,820,,,,,,,,,,
600,1210,,,,,,,,,,
780,735,,,,,,,,,,
690,1090,,,,,,,,,,
930,780,,,,,,,,,,
525,900,,,,,,,,,,
635,960,,,,,,,,,,
570,1350,,,,,,,,,,
460,1050,,,,,,,,,,
630,963,,,,,,,,,,
810,1095,,,,,,,,,,
1080,775,,,,,,,,,,
451,1260,,,,,,,,,,
930,1265,,,,,,,,,,
540,880,,,,,,,,,,
600,690,,,,,,,,,,
360,1020,,,,,,,,,,
480,960,,,,,,,,,,
650,940,,,,,,,,,,
780,675,,,,,,,,,,
1370,885,,,,,,,,,,
660,915,,,,,,,,,,
600,690,,,,,,,,,,
815,1165,,,,,,,,,,
585,1230,,,,,,,,,,
465,1030,,,,,,,,,,
600,670,,,,,,,,,,
480,755,,,,,,,,,,
480,750,,,,,,,,,,
495,960,,,,,,,,,,
660,730,,,,,,,,,,
1000,765,,,,,,,,,,
600,695,,,,,,,,,,
490,1140,,,,,,,,,,
600,748,,,,,,,,,,
930,1155,,,,,,,,,,
825,1100,,,,,,,,,,
660,667,,,,,,,,,,
490,985,,,,,,,,,,
1035,1340,,,,,,,,,,
1230,930,,,,,,,,,,
1125,1130,,,,,,,,,,
780,1115,,,,,,,,,,
515,1110,,,,,,,,,,
510,765,,,,,,,,,,
970,665,,,,,,,,,,
1160,1075,,,,,,,,,,
1180,1030,,,,,,,,,,
630,1075,,,,,,,,,,
585,970,,,,,,,,,,
1020,1120,,,,,,,,,,
690,1175,,,,,,,,,,
570,1060,,,,,,,,,,
495,1095,,,,,,,,,,
1070,1295,,,,,,,,,,
950,960,,,,,,,,,,
990,562,,,,,,,,,,
485,1100,,,,,,,,,,
645,1050,,,,,,,,,,
620,687,,,,,,,,,,
540,870,,,,,,,,,,
510,720,,,,,,,,,,
555,1415,,,,,,,,,,
495,880,,,,,,,,,,
720,740,,,,,,,,,,
975,660,,,,,,,,,,
1115,1030,,,,,,,,,,
470,704,,,,,,,,,,
350,945,,,,,,,,,,
960,885,,,,,,,,,,
330,845,,,,,,,,,,
720,634,,,,,,,,,,
525,1185,,,,,,,,,,
480,770,,,,,,,,,,
540,983,,,,,,,,,,
550,1060,,,,,,,,,,
510,700,,,,,,,,,,
1125,955,,,,,,,,,,
555,1005,,,,,,,,,,
350,680,,,,,,,,,,
480,855,,,,,,,,,,
660,1065,,,,,,,,,,
880,1200,,,,,,,,,,
690,1070,,,,,,,,,,
396,945,,,,,,,,,,
465,758,,,,,,,,,,
510,1213,,,,,,,,,,
795,768,,,,,,,,,,
510,470,,,,,,,,,,
870,1145,,,,,,,,,,
480,990,,,,,,,,,,
660,1440,,,,,,,,,,
540,1425,,,,,,,,,,
660,1025,,,,,,,,,,
510,865,,,,,,,,,,
685,1395,,,,,,,,,,
360,1115,,,,,,,,,,
470,496,,,,,,,,,,
1080,1010,,,,,,,,,,
540,865,,,,,,,,,,
685,735,,,,,,,,,,
586,970,,,,,,,,,,
930,855,,,,,,,,,,
570,960,,,,,,,,,,
630,930,,,,,,,,,,
660,1080,,,,,,,,,,
940,1320,,,,,,,,,,
1080,1105,,,,,,,,,,
1360,585,,,,,,,,,,
570,1160,,,,,,,,,,
1110,1033,,,,,,,,,,
540,885,,,,,,,,,,
865,715,,,,,,,,,,
770,765,,,,,,,,,,
1050,625,,,,,,,,,,
930,1470,,,,,,,,,,
1110,1230,,,,,,,,,,
570,920,,,,,,,,,,
720,730,,,,,,,,,,
450,972,,,,,,,,,,
590,805,,,,,,,,,,
540,700,,,,,,,,,,
690,1155,,,,,,,,,,
510,1080,,,,,,,,,,
490,1060,,,,,,,,,,
495,915,,,,,,,,,,
1095,1145,,,,,,,,,,
1155,715,,,,,,,,,,
750,1130,,,,,,,,,,
500,860,,,,,,,,,,
1020,600,,,,,,,,,,
660,536,,,,,,,,,,
980,915,,,,,,,,,,
660,1090,,,,,,,,,,
660,1190,,,,,,,,,,
870,1375,,,,,,,,,,
540,1060,,,,,,,,,,
630,1099,,,,,,,,,,
420,1020,,,,,,,,,,
645,720,,,,,,,,,,
480,950,,,,,,,,,,
960,1370,,,,,,,,,,
810,1260,,,,,,,,,,
510,1250,,,,,,,,,,
660,980,,,,,,,,,,
540,940,,,,,,,,,,
1035,970,,,,,,,,,,
830,1090,,,,,,,,,,
510,1045,,,,,,,,,,
840,940,,,,,,,,,,
660,1155,,,,,,,,,,
600,845,,,,,,,,,,
930,1085,,,,,,,,,,
630,990,,,,,,,,,,
600,775,,,,,,,,,,
600,1395,,,,,,,,,,
355,730,,,,,,,,,,
1000,1032,,,,,,,,,,
480,755,,,,,,,,,,
660,985,,,,,,,,,,
438,655,,,,,,,,,,
420,820,,,,,,,,,,
420,1260,,,,,,,,,,
600,840,,,,,,,,,,
910,1110,,,,,,,,,,
750,1145,,,,,,,,,,
870,1295,,,,,,,,,,
555,1130,,,,,,,,,,
390,670,,,,,,,,,,
540,790,,,,,,,,,,
690,1135,,,,,,,,,,
1080,1036,,,,,,,,,,
840,1110,,,,,,,,,,
510,855,,,,,,,,,,
660,1050,,,,,,,,,,
810,690,,,,,,,,,,
660,620,,,,,,,,,,
750,1005,,,,,,,,,,
720,680,,,,,,,,,,
1080,740,,,,,,,,,,
750,930,,,,,,,,,,
450,1145,,,,,,,,,,
540,780,,,,,,,,,,
1180,1073,,,,,,,,,,
840,670,,,,,,,,,,
430,920,,,,,,,,,,
505,550,,,,,,,,,,
1050,1045,,,,,,,,,,
600,855,,,,,,,,,,
580,1045,,,,,,,,,,
360,900,,,,,,,,,,
630,1100,,,,,,,,,,
715,662,,,,,,,,,,
540,635,,,,,,,,,,
1125,1270,,,,,,,,,,
450,780,,,,,,,,,,
675,880,,,,,,,,,,
1070,1275,,,,,,,,,,
1130,910,,,,,,,,,,
660,855,,,,,,,,,,
420,965,,,,,,,,,,
750,1260,,,,,,,,,,
509,1000,,,,,,,,,,
480,640,,,,,,,,,,
510,1100,,,,,,,,,,
480,790,,,,,,,,,,
505,1040,,,,,,,,,,
570,645,,,,,,,,,,
480,1046,,,,,,,,,,
680,660,,,,,,,,,,
1080,867,,,,,,,,,,
510,1045,,,,,,,,,,
850,1290,,,,,,,,,,
680,1325,,,,,,,,,,
770,975,,,,,,,,,,
990,1210,,,,,,,,,,
568,785,,,,,,,,,,
505,1010,,,,,,,,,,
780,1005,,,,,,,,,,
750,1015,,,,,,,,,,
610,630,,,,,,,,,,
525,636,,,,,,,,,,
365,1200,,,,,,,,,,
1105,725,,,,,,,,,,
465,945,,,,,,,,,,
820,529,,,,,,,,,,
600,740,,,,,,,,,,
1216,910,,,,,,,,,,
555,950,,,,,,,,,,
510,920,,,,,,,,,,
780,987,,,,,,,,,,
660,1020,,,,,,,,,,
660,738,,,,,,,,,,
570,1054,,,,,,,,,,
720,975,,,,,,,,,,
630,1060,,,,,,,,,,
525,1120,,,,,,,,,,
715,980,,,,,,,,,,
840,910,,,,,,,,,,
600,850,,,,,,,,,,
900,870,,,,,,,,,,
360,1225,,,,,,,,,,
540,1155,,,,,,,,,,
540,655,,,,,,,,,,
1125,885,,,,,,,,,,
690,1085,,,,,,,,,,
480,825,,,,,,,,,,
455,1080,,,,,,,,,,
1120,1100,,,,,,,,,,
480,900,,,,,,,,,,
570,970,,,,,,,,,,
645,1325,,,,,,,,,,
525,880,,,,,,,,,,
480,720,,,,,,,,,,
710,550,,,,,,,,,,
960,782,,,,,,,,,,
840,730,,,,,,,,,,
510,740,,,,,,,,,,
920,1040,,,,,,,,,,
660,930,,,,,,,,,,
450,780,,,,,,,,,,
836,515,,,,,,,,,,
960,705,,,,,,,,,,
600,600,,,,,,,,,,
660,1260,,,,,,,,,,
540,1500,,,,,,,,,,
765,1040,,,,,,,,,,
460,960,,,,,,,,,,
750,1190,,,,,,,,,,
1110,660,,,,,,,,,,
630,1005,,,,,,,,,,
510,810,,,,,,,,,,
630,910,,,,,,,,,,
825,855,,,,,,,,,,
780,835,,,,,,,,,,
1020,870,,,,,,,,,,
840,930,,,,,,,,,,
870,695,,,,,,,,,,
1060,1043,,,,,,,,,,
1125,675,,,,,,,,,,
990,1090,,,,,,,,,,
505,1130,,,,,,,,,,
600,780,,,,,,,,,,
675,685,,,,,,,,,,
615,1085,,,,,,,,,,
1050,1100,,,,,,,,,,
900,1245,,,,,,,,,,
525,930,,,,,,,,,,
730,1275,,,,,,,,,,
633,745,,,,,,,,,,
480,760,,,,,,,,,,
690,610,,,,,,,,,,
750,735,,,,,,,,,,
490,1290,,,,,,,,,,
370,990,,,,,,,,,,
510,780,,,,,,,,,,
300,915,,,,,,,,,,
510,670,,,,,,,,,,
840,825,,,,,,,,,,
810,965,,,,,,,,,,
510,950,,,,,,,,,,
1110,680,,,,,,,,,,
890,960,,,,,,,,,,
480,920,,,,,,,,,,
705,1455,,,,,,,,,,
615,940,,,,,,,,,,
1020,695,,,,,,,,,,
495,785,,,,,,,,,,
810,850,,,,,,,,,,
740,730,,,,,,,,,,
870,1085,,,,,,,,,,
585,1108,,,,,,,,,,
975,1078,,,,,,,,,,
900,900,,,,,,,,,,
720,1140,,,,,,,,,,
795,580,,,,,,,,,,
980,1100,,,,,,,,,,
870,648,,,,,,,,,,
615,805,,,,,,,,,,
750,1258,,,,,,,,,,
1020,570,,,,,,,,,,
600,1380,,,,,,,,,,
630,915,,,,,,,,,,
645,975,,,,,,,,,,
1275,450,,,,,,,,,,
582,990,,,,,,,,,,
805,680,,,,,,,,,,
400,990,,,,,,,,,,
1185,565,,,,,,,,,,
855,1028,,,,,,,,,,
600,750,,,,,,,,,,
780,645,,,,,,,,,,
525,660,,,,,,,,,,
510,810,,,,,,,,,,
780,1320,,,,,,,,,,
1090,860,,,,,,,,,,
660,975,,,,,,,,,,
570,1025,,,,,,,,,,
840,765,,,,,,,,,,
465,1305,,,,,,,,,,
540,605,,,,,,,,,,
605,740,,,,,,,,,,
1168,1068,,,,,,,,,,
905,870,,,,,,,,,,
895,860,,,,,,,,,,
555,1020,,,,,,,,,,
450,600,,,,,,,,,,
719,1010,,,,,,,,,,
510,795,,,,,,,,,,
800,720,,,,,,,,,,
780,1020,,,,,,,,,,
600,1020,,,,,,,,,,
720,1235,,,,,,,,,,
555,1240,,,,,,,,,,
630,1080,,,,,,,,,,
400,1125,,,,,,,,,,
870,1200,,,,,,,,,,
570,855,,,,,,,,,,
510,655,,,,,,,,,,
1115,950,,,,,,,,,,
660,1365,,,,,,,,,,
630,1200,,,,,,,,,,
540,795,,,,,,,,,,
645,950,,,,,,,,,,
380,1200,,,,,,,,,,
490,960,,,,,,,,,,
1050,930,,,,,,,,,,
1005,925,,,,,,,,,,
480,785,,,,,,,,,,
1050,725,,,,,,,,,,
630,905,,,,,,,,,,
1060,710,,,,,,,,,,
1100,840,,,,,,,,,,
1155,850,,,,,,,,,,
1125,825,,,,,,,,,,
1080,1065,,,,,,,,,,
480,1065,,,,,,,,,,
920,660,,,,,,,,,,
720,1075,,,,,,,,,,
1125,725,,,,,,,,,,
445,1030,,,,,,,,,,
547,639,,,,,,,,,,
1140,1025,,,,,,,,,,
465,1105,,,,,,,,,,
1095,1005,,,,,,,,,,
1065,735,,,,,,,,,,
450,1297,,,,,,,,,,
480,1000,,,,,,,,,,
750,695,,,,,,,,,,
930,1140,,,,,,,,,,
650,992,,,,,,,,,,
570,1275,,,,,,,,,,
480,1035,,,,,,,,,,
570,1395,,,,,,,,,,
990,810,,,,,,,,,,
720,665,,,,,,,,,,
535,1010,,,,,,,,,,
660,710,,,,,,,,,,
480,1090,,,,,,,,,,
540,1110,,,,,,,,,,
540,655,,,,,,,,,,
690,550,,,,,,,,,,
780,990,,,,,,,,,,
570,695,,,,,,,,,,
475,675,,,,,,,,,,
690,960,,,,,,,,,,
600,890,,,,,,,,,,
1140,1045,,,,,,,,,,
480,940,,,,,,,,,,
750,740,,,,,,,,,,
1120,506,,,,,,,,,,
455,1051,,,,,,,,,,
650,519,,,,,,,,,,
1130,1070,,,,,,,,,,
990,1445,,,,,,,,,,
585,940,,,,,,,,,,
1050,1092,,,,,,,,,,
660,1150,,,,,,,,,,
570,1345,,,,,,,,,,
690,1270,,,,,,,,,,
705,1104,,,,,,,,,,
520,751,,,,,,,,,,
540,1230,,,,,,,,,,
450,930,,,,,,,,,,
600,640,,,,,,,,,,
690,1037,,,,,,,,,,
825,1005,,,,,,,,,,
770,1090,,,,,,,,,,
600,1023,,,,,,,,,,
600,1030,,,,,,,,,,
660,1171,,,,,,,,,,
720,650,,,,,,,,,,
775,1225,,,,,,,,,,
710,1030,,,,,,,,,,
660,535,,,,,,,,,,
555,660,,,,,,,,,,
495,930,,,,,,,,,,
630,1110,,,,,,,,,,
720,1093,,,,,,,,,,
570,1100,,,,,,,,,,
1080,450,,,,,,,,,,
600,1000,,,,,,,,,,
565,585,,,,,,,,,,
510,825,,,,,,,,,,
720,1180,,,,,,,,,,
900,625,,,,,,,,,,
915,640,,,,,,,,,,
630,630,,,,,,,,,,
600,945,,,,,,,,,,
480,1160,,,,,,,,,,
990,935,,,,,,,,,,
595,505,,,,,,,,,,
1110,630,,,,,,,,,,
1170,780,,,,,,,,,,
705,810,,,,,,,,,,
705,1000,,,,,,,,,,
570,690,,,,,,,,,,
710,910,,,,,,,,,,
630,550,,,,,,,,,,
840,1350,,,,,,,,,,
790,635,,,,,,,,,,
660,1065,,,,,,,,,,
750,840,,,,,,,,,,
600,640,,,,,,,,,,
600,980,,,,,,,,,,
560,705,,,,,,,,,,
600,530,,,,,,,,,,
1155,702,,,,,,,,,,
788,710,,,,,,,,,,
1160,737,,,,,,,,,,
615,1070,,,,,,,,,,
600,1370,,,,,,,,,,
660,1076,,,,,,,,,,
480,1365,,,,,,,,,,
480,940,,,,,,,,,,
1200,1260,,,,,,,,,,
480,1375,,,,,,,,,,
630,960,,,,,,,,,,
510,950,,,,,,,,,,
1005,1270,,,,,,,,,,
570,940,,,,,,,,,,
510,945,,,,,,,,,,
1125,585,,,,,,,,,,
540,800,,,,,,,,,,
945,1240,,,,,,,,,,
535,1400,,,,,,,,,,
600,1110,,,,,,,,,,
750,960,,,,,,,,,,
900,715,,,,,,,,,,
920,920,,,,,,,,,,
1170,960,,,,,,,,,,
510,725,,,,,,,,,,
540,1230,,,,,,,,,,
440,1310,,,,,,,,,,
810,1160,,,,,,,,,,
870,900,,,,,,,,,,
630,1065,,,,,,,,,,
660,792,,,,,,,,,,
350,585,,,,,,,,,,
450,735,,,,,,,,,,
580,985,,,,,,,,,,
930,680,,,,,,,,,,
1065,1140,,,,,,,,,,
570,1195,,,,,,,,,,
630,785,,,,,,,,,,
435,795,,,,,,,,,,
855,1047,,,,,,,,,,
660,720,,,,,,,,,,
525,840,,,,,,,,,,
635,1170,,,,,,,,,,
660,755,,,,,,,,,,
1020,810,,,,,,,,,,
830,1170,,,,,,,,,,
510,990,,,,,,,,,,
495,935,,,,,,,,,,
465,705,,,,,,,,,,
560,779,,,,,,,,,,
1120,1065,,,,,,,,,,
690,495,,,,,,,,,,
660,1000,,,,,,,,,,
593,1260,,,,,,,,,,
810,835,,,,,,,,,,
570,955,,,,,,,,,,
645,845,,,,,,,,,,
660,976,,,,,,,,,,
655,900,,,,,,,,,,
405,1320,,,,,,,,,,
530,847,,,,,,,,,,
540,630,,,,,,,,,,
530,1010,,,,,,,,,,
500,772,,,,,,,,,,
600,886,,,,,,,,,,
480,795,,,,,,,,,,
720,1100,,,,,,,,,,
510,950,,,,,,,,,,
1235,695,,,,,,,,,,
1050,795,,,,,,,,,,
480,950,,,,,,,,,,
1075,1075,,,,,,,,,,
510,780,,,,,,,,,,
585,1080,,,,,,,,,,
800,1095,,,,,,,,,,
1230,690,,,,,,,,,,
490,920,,,,,,,,,,
855,980,,,,,,,,,,
495,895,,,,,,,,,,
720,1080,,,,,,,,,,
960,1290,,,,,,,,,,
1140,1050,,,,,,,,,,
510,1366,,,,,,,,,,
780,1090,,,,,,,,,,
960,1110,,,,,,,,,,
750,975,,,,,,,,,,
780,985,,,,,,,,,,
660,730,,,,,,,,,,
1080,978,,,,,,,,,,
900,1230,,,,,,,,,,
570,1156,,,,,,,,,,
1200,800,,,,,,,,,,
565,1065,,,,,,,,,,
920,788,,,,,,,,,,
495,895,,,,,,,,,,
770,850,,,,,,,,,,
690,1200,,,,,,,,,,
530,905,,,,,,,,,,
600,585,,,,,,,,,,
930,685,,,,,,,,,,
1075,700,,,,,,,,,,
420,416,,,,,,,,,,
530,750,,,,,,,,,,
710,747,,,,,,,,,,
540,1280,,,,,,,,,,
500,880,,,,,,,,,,
630,1020,,,,,,,,,,
620,1417,,,,,,,,,,
525,755,,,,,,,,,,
660,450,,,,,,,,,,
510,750,,,,,,,,,,
1070,980,,,,,,,,,,
1200,735,,,,,,,,,,
690,620,,,,,,,,,,
1010,530,,,,,,,,,,
675,1095,,,,,,,,,,
720,750,,,,,,,,,,
870,815,,,,,,,,,,
570,885,,,,,,,,,,
1073,1100,,,,,,,,,,
550,870,,,,,,,,,,
550,980,,,,,,,,,,
690,840,,,,,,,,,,
500,955,,,,,,,,,,
420,1440,,,,,,,,,,
450,1000,,,,,,,,,,
560,720,,,,,,,,,,
960,870,,,,,,,,,,
660,1030,,,,,,,,,,
450,630,,,,,,,,,,
510,680,,,,,,,,,,
990,1275,,,,,,,,,,
930,1150,,,,,,,,,,
860,1270,,,,,,,,,,
750,870,,,,,,,,,,
500,705,,,,,,,,,,
720,1235,,,,,,,,,,
940,590,,,,,,,,,,
690,770,,,,,,,,,,
510,765,,,,,,,,,,
975,1125,,,,,,,,,,
560,715,,,,,,,,,,
690,645,,,,,,,,,,
570,1000,,,,,,,,,,
900,700,,,,,,,,,,
660,940,,,,,,,,,,
630,1062,,,,,,,,,,
960,910,,,,,,,,,,
900,730,,,,,,,,,,
690,995,,,,,,,,,,
510,1260,,,,,,,,,,
540,500,,,,,,,,,,
1110,1410,,,,,,,,,,
550,705,,,,,,,,,,
600,1095,,,,,,,,,,
510,915,,,,,,,,,,
600,1215,,,,,,,,,,
828,920,,,,,,,,,,
450,1010,,,,,,,,,,
840,1215,,,,,,,,,,
525,1350,,,,,,,,,,
705,910,,,,,,,,,,
840,805,,,,,,,,,,
590,850,,,,,,,,,,
540,570,,,,,,,,,,
480,825,,,,,,,,,,
1210,1100,,,,,,,,,,
890,1035,,,,,,,,,,
585,955,,,,,,,,,,
570,1040,,,,,,,,,,
510,660,,,,,,,,,,
580,740,,,,,,,,,,
1040,869,,,,,,,,,,
740,1045,,,,,,,,,,
610,815,,,,,,,,,,
495,810,,,,,,,,,,
1020,645,,,,,,,,,,
645,860,,,,,,,,,,
1095,1074,,,,,,,,,,
670,1205,,,,,,,,,,
1020,920,,,,,,,,,,
810,1320,,,,,,,,,,
450,650,,,,,,,,,,
485,530,,,,,,,,,,
725,996,,,,,,,,,,
730,900,,,,,,,,,,
540,705,,,,,,,,,,
600,885,,,,,,,,,,
510,925,,,,,,,,,,
495,970,,,,,,,,,,
570,1160,,,,,,,,,,
1065,1185,,,,,,,,,,
780,1040,,,,,,,,,,
975,958,,,,,,,,,,
1050,940,,,,,,,,,,
690,900,,,,,,,,,,
810,1110,,,,,,,,,,
480,770,,,,,,,,,,
540,1115,,,,,,,,,,
505,1090,,,,,,,,,,
780,897,,,,,,,,,,
960,960,,,,,,,,,,
540,981,,,,,,,,,,
505,780,,,,,,,,,,
430,915,,,,,,,,,,
280,935,,,,,,,,,,
660,1020,,,,,,,,,,
510,485,,,,,,,,,,
870,1270,,,,,,,,,,
550,970,,,,,,,,,,
750,1320,,,,,,,,,,
525,570,,,,,,,,,,
525,1050,,,,,,,,,,
465,960,,,,,,,,,,
960,1140,,,,,,,,,,
420,535,,,,,,,,,,
930,930,,,,,,,,,,
600,930,,,,,,,,,,
435,930,,,,,,,,,,
420,1120,,,,,,,,,,
480,1127,,,,,,,,,,
360,820,,,,,,,,,,
510,535,,,,,,,,,,
480,911,,,,,,,,,,
780,915,,,,,,,,,,
900,875,,,,,,,,,,
660,910,,,,,,,,,,
900,980,,,,,,,,,,
330,695,,,,,,,,,,
460,765,,,,,,,,,,
630,1170,,,,,,,,,,
960,883,,,,,,,,,,
510,970,,,,,,,,,,
1220,980,,,,,,,,,,
510,838,,,,,,,,,,
480,1100,,,,,,,,,,
855,890,,,,,,,,,,
660,745,,,,,,,,,,
600,885,,,,,,,,,,
510,970,,,,,,,,,,
540,1050,,,,,,,,,,
790,930,,,,,,,,,,
555,705,,,,,,,,,,
620,1080,,,,,,,,,,
583,1267,,,,,,,,,,
720,685,,,,,,,,,,
1189,835,,,,,,,,,,
630,1235,,,,,,,,,,
510,900,,,,,,,,,,
450,960,,,,,,,,,,
960,930,,,,,,,,,,
930,840,,,,,,,,,,
700,900,,,,,,,,,,
520,725,,,,,,,,,,
480,645,,,,,,,,,,
920,970,,,,,,,,,,
545,945,,,,,,,,,,
660,915,,,,,,,,,,
570,780,,,,,,,,,,
690,645,,,,,,,,,,
510,1195,,,,,,,,,,
510,970,,,,,,,,,,
405,1282,,,,,,,,,,
970,713,,,,,,,,,,
520,820,,,,,,,,,,
1040,870,,,,,,,,,,
690,1050,,,,,,,,,,
720,915,,,,,,,,,,
975,870,,,,,,,,,,
900,830,,,,,,,,,,
1125,1165,,,,,,,,,,
540,1105,,,,,,,,,,
570,720,,,,,,,,,,
540,720,,,,,,,,,,
990,900,,,,,,,,,,
660,830,,,,,,,,,,
940,640,,,,,,,,,,
720,1095,,,,,,,,,,
570,955,,,,,,,,,,
650,1030,,,,,,,,,,
600,930,,,,,,,,,,
660,725,,,,,,,,,,
510,1190,,,,,,,,,,
1125,1220,,,,,,,,,,
450,1115,,,,,,,,,,
485,710,,,,,,,,,,
910,852,,,,,,,,,,
525,680,,,,,,,,,,
495,940,,,,,,,,,,
650,705,,,,,,,,,,
510,965,,,,,,,,,,
600,530,,,,,,,,,,
530,1140,,,,,,,,,,
780,795,,,,,,,,,,
525,1250,,,,,,,,,,
599,1030,,,,,,,,,,
480,1349,,,,,,,,,,
1030,1240,,,,,,,,,,
360,990,,,,,,,,,,
870,905,,,,,,,,,,
450,1100,,,,,,,,,,
870,1180,,,,,,,,,,
1140,1075,,,,,,,,,,
805,960,,,,,,,,,,
1080,883,,,,,,,,,,
990,1210,,,,,,,,,,
600,710,,,,,,,,,,
600,1155,,,,,,,,,,
920,1280,,,,,,,,,,
540,1140,,,,,,,,,,
660,780,,,,,,,,,,
1200,735,,,,,,,,,,
660,900,,,,,,,,,,
505,1005,,,,,,,,,,
1065,735,,,,,,,,,,
540,810,,,,,,,,,,
990,750,,,,,,,,,,
600,945,,,,,,,,,,
855,1035,,,,,,,,,,
750,780,,,,,,,,,,
620,820,,,,,,,,,,
600,560,,,,,,,,,,
510,875,,,,,,,,,,
630,853,,,,,,,,,,
555,820,,,,,,,,,,
900,645,,,,,,,,,,
600,971,,,,,,,,,,
735,770,,,,,,,,,,
585,885,,,,,,,,,,
510,1155,,,,,,,,,,
1090,1155,,,,,,,,,,
600,585,,,,,,,,,,
660,1080,,,,,,,,,,
480,1080,,,,,,,,,,
960,760,,,,,,,,,,
315,1375,,,,,,,,,,
840,1260,,,,,,,,,,
1350,1065,,,,,,,,,,
1170,1430,,,,,,,,,,
810,765,,,,,,,,,,
1080,1420,,,,,,,,,,
660,1130,,,,,,,,,,
1005,930,,,,,,,,,,
510,680,,,,,,,,,,
885,730,,,,,,,,,,
840,750,,,,,,,,,,
735,910,,,,,,,,,,
635,645,,,,,,,,,,
945,670,,,,,,,,,,
605,870,,,,,,,,,,
925,870,,,,,,,,,,
540,935,,,,,,,,,,
480,930,,,,,,,,,,
420,690,,,,,,,,,,
600,1040,,,,,,,,,,
600,820,,,,,,,,,,
450,1055,,,,,,,,,,
1040,810,,,,,,,,,,
510,1035,,,,,,,,,,
600,795,,,,,,,,,,
730,945,,,,,,,,,,
1095,875,,,,,,,,,,
450,740,,,,,,,,,,
420,780,,,,,,,,,,
505,900,,,,,,,,,,
1140,1020,,,,,,,,,,
360,1224,,,,,,,,,,
555,945,,,,,,,,,,
615,970,,,,,,,,,,
690,840,,,,,,,,,,
600,1070,,,,,,,,,,
330,1275,,,,,,,,,,
515,990,,,,,,,,,,
765,720,,,,,,,,,,
530,720,,,,,,,,,,
600,1155,,,,,,,,,,
900,1055,,,,,,,,,,
1010,795,,,,,,,,,,
600,1410,,,,,,,,,,
360,1245,,,,,,,,,,
660,755,,,,,,,,,,
1170,1184,,,,,,,,,,
1260,745,,,,,,,,,,
690,985,,,,,,,,,,
800,880,,,,,,,,,,
870,850,,,,,,,,,,
1080,834,,,,,,,,,,
1080,870,,,,,,,,,,
600,795,,,,,,,,,,
1120,1179,,,,,,,,,,
1030,840,,,,,,,,,,
540,1272,,,,,,,,,,
600,1070,,,,,,,,,,
555,745,,,,,,,,,,
